row,source_url,source_path,release_state,status,final_url,redirect_count,robots,canonical,in_sitemap,exact_path_passed,metadata_passed,passed,error
79,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,1,"noindex,follow",,False,True,True,True,
80,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,1,"noindex,follow",,False,True,True,True,
81,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,1,"noindex,follow",,False,True,True,True,
82,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,1,"noindex,follow",,False,True,True,True,
83,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,1,"noindex,follow",,False,True,True,True,
84,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,1,"noindex,follow",,False,True,True,True,
85,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,1,"noindex,follow",,False,True,True,True,
86,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,1,"noindex,follow",,False,True,True,True,
87,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,1,"noindex,follow",,False,True,True,True,
88,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,1,"noindex,follow",,False,True,True,True,
89,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,1,"noindex,follow",,False,True,True,True,
90,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,1,"noindex,follow",,False,True,True,True,
91,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,1,"noindex,follow",,False,True,True,True,
92,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,1,"noindex,follow",,False,True,True,True,
93,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,1,"noindex,follow",,False,True,True,True,
94,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,1,"noindex,follow",,False,True,True,True,
95,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,1,"noindex,follow",,False,True,True,True,
96,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,1,"noindex,follow",,False,True,True,True,
97,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,1,"noindex,follow",,False,True,True,True,
98,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,1,"noindex,follow",,False,True,True,True,
99,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,1,"noindex,follow",,False,True,True,True,
100,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,1,"noindex,follow",,False,True,True,True,
101,http://temporary123.com/,/,index,200,https://temporary123.com/,1,"index,follow",https://temporary123.com/,True,True,True,True,
102,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,0,"noindex,follow",,False,True,True,True,
103,https://temporary123.com/houston-texas-mobile-kitchen-rental/,/houston-texas-mobile-kitchen-rental/,index,200,https://temporary123.com/houston-texas-mobile-kitchen-rental/,0,"index,follow",https://temporary123.com/houston-texas-mobile-kitchen-rental/,True,True,True,True,
104,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,0,"noindex,follow",,False,True,True,True,
105,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,0,"noindex,follow",,False,True,True,True,
106,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,index,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,0,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,True,True,True,True,
107,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,0,"noindex,follow",,False,True,True,True,
108,https://www.temporary123.com/houston-texas-mobile-kitchen-rental/,/houston-texas-mobile-kitchen-rental/,index,200,https://temporary123.com/houston-texas-mobile-kitchen-rental/,1,"index,follow",https://temporary123.com/houston-texas-mobile-kitchen-rental/,True,True,True,True,
